"Registration Authority Code","Country","Country Code","Jurisdiction (country or region)","International name of Register","Local name of Register","International name of organisation responsible for the Register","Local name of organisation responsible for the Register","Website","Comments"
"RA000586","United Kingdom","GB","Northern Ireland","Companies Register","Companies Register","Companies House","Companies House","www.companieshouse.gov.uk",""
"RA000701","United Kingdom","GB","Northern Ireland","Register of Charities","Register of Charities","The Charity Commission for Northern Ireland","The Charity Commission for Northern Ireland","https://www.charitycommissionni.org.uk/",""
"RA001032","United Kingdom","GB","Northern Ireland","Solicitor Directory","Solicitor Directory","The Law Society of Northern Ireland","The Law Society of Northern Ireland","https://www.lawsoc-ni.org/solicitors","to be used to verify information on solicitors in Northern Ireland"
"RA000587","United Kingdom","GB","Scotland","Companies Register","Companies Register","Companies House","Companies House","www.companieshouse.gov.uk",""
"RA000590","United Kingdom","GB","Scotland","Scottish Charity Register","Scottish Charity Register","Scottish Charity Regulator","Scottish Charity Regulator","http://www.oscr.org.uk/",""
"RA000588","United Kingdom","GB","United Kingdom","Mutuals Public Register","Mutuals Public Register","Prudential Regulation Authority (Bank of England)","Prudential Regulation Authority (Bank of England)","https://mutuals.fsa.gov.uk/",""
"RA000591","United Kingdom","GB","United Kingdom","","","The Pensions Regulator","The Pensions Regulator","http://www.thepensionsregulator.gov.uk/",""
"RA000592","United Kingdom","GB","United Kingdom","Financial Services Register","Financial Services Register","Financial Conduct Authority","Financial Conduct Authority","https://register.fca.org.uk",""
"RA000593","United Kingdom","GB","United Kingdom","Financial Services Register","Financial Services Register","Prudential Regulation Authority","Prudential Regulation Authority","https://register.fca.org.uk",""
"RA000789","United Kingdom","GB","United Kingdom","List of Trade Unions","List of Trade Unions","Certification Officer","Certification Officer","https://www.gov.uk/government/publications/public-list-of-active-trade-unions-official-list-and-schedule","to be used for trade unions"
"RA000790","United Kingdom","GB","United Kingdom","Register Of Statutory Auditors","Register Of Statutory Auditors","Register Of Statutory Auditors","Register Of Statutory Auditors","www.auditregister.org.uk","to be used for chartered accountant firms"
"RA000791","United Kingdom","GB","United Kingdom","Register of Learning Providers","Register of Learning Providers","Register of Learning Providers","Register of Learning Providers","https://www.ukrlp.co.uk/ukrlp/ukrlp.first","to be used for learning providers, such as providers of learning products, technologies, services and facilities"
"RA000595","United States of America","US","Alabama","Government Records","Government Records","Secretary of State","Secretary of State","http://www.sos.alabama.gov/vb/inquiry/inquiry.aspx?area=Business%20Entity",""
"RA000594","United States of America","US","Alaska","State of Alaska Corporations Registry","State of Alaska Corporations Registry","Division of Corporations, Business and Professional Licensing of the Department of Commerce, Community and Economic Development","","https://www.commerce.alaska.gov/cbp/main/Search/Entities",""
"RA000597","United States of America","US","Arizona","","","Arizona Corporation Commission","Arizona Corporation Commission","https://ecorp.azcc.gov/EntitySearch/Index",""
"RA000596","United States of America","US","Arkansas","","","Business & Commercial Services","Business & Commercial Services","http://www.sos.arkansas.gov/corps/search_all.php",""
"RA000598","United States of America","US","California","Business Entity Records","Business Entity Records","Secretary of State","","https://businesssearch.sos.ca.gov/",""
"RA000599","United States of America","US","Colorado","","","Business Division of the Secretary of State’s office","Business Division of the Secretary of State’s office","https://www.sos.state.co.us/biz/BusinessEntityCriteriaExt.do",""
"RA000600","United States of America","US","Connecticut","","","Secretary of the State's Commercial Recording Division","Secretary of the State's Commercial Recording Division","http://www.concord-sots.ct.gov/CONCORD/online?sn=InquiryServlet&eid=99",""
"RA000602","United States of America","US","Delaware","","","Division of Corporations, Department of State","Division of Corporations, Department of State","https://corp.delaware.gov/",""
"RA000601","United States of America","US","District of Columbia","","","Department of Consumer and Regulatory Affairs","Department of Consumer and Regulatory Affairs","https://dcra.dc.gov/page/corporations-division",""
"RA000603","United States of America","US","Florida","","","Florida Division of Corporations","Florida Department of Corporations","http://www.sunbiz.org/",""
"RA000604","United States of America","US","Georgia","","","Georgia Secretary of State Corporations Division","Georgia Secretary of State Corporations Division","https://ecorp.sos.ga.gov/BusinessSearch",""
"RA000605","United States of America","US","Hawaii","","","Business Registration Division (Department of Commerce & Consumer Affairs)","","https://hbe.ehawaii.gov/documents/search.html",""
"RA000607","United States of America","US","Idaho","","","Business Services (Secretary of State)","Business Services (Secretary of State)","http://www.accessidaho.org/public/sos/corp/search.html",""
"RA000608","United States of America","US","Illinois","","","Business Services (Office of the Secretary of State)","Business Services (Office of the Secretary of State)","ttps://www.ilsos.gov/corporatellc/CorporateLlcController",""
"RA000609","United States of America","US","Indiana","","","Business Services Division (Secretary of State)","Business Services Division (Secretary of State)","https://bsd.sos.in.gov/publicbusinesssearch",""
"RA000606","United States of America","US","Iowa","","","Business Services Division (Secretary of State)","Business Services Division (Secretary of State)","http://www.sos.iowa.gov/search/business",""
"RA000610","United States of America","US","Kansas","","","Business Center","Business Center","https://www.kansas.gov/bess/flow/main?execution=e1s1",""
"RA000611","United States of America","US","Kentucky","","","Business Services (Office of the Secretary of State)","Business Services (Office of the Secretary of State)","https://app.sos.ky.gov/ftsearch/",""
"RA000612","United States of America","US","Louisiana","","","Corporations Section (Office of the Secretary of State)","Corporations Section (Office of the Secretary of State)","https://coraweb.sos.la.gov/CommercialSearch/CommercialSearch.aspx",""
"RA000615","United States of America","US","Maine","","","Division of Corporations, UCC and Commissions, Bureau of Corporations, Elections & Commissions, Department of the Secretary of State","Division of Corporations, UCC and Commissions, Bureau of Corporations, Elections & Commissions, Department of the Secretary of State","https://icrs.informe.org/nei-sos-icrs/ICRS?MainPage",""
"RA000614","United States of America","US","Maryland","","","Business Services (Maryland Department of Assessments and Taxation)","Business Services (Maryland Department of Assessments and Taxation)","https://egov.maryland.gov/BusinessExpress/EntitySearch",""
"RA000613","United States of America","US","Massachusetts","","","Corporations Division (Secretary of the Commonwealth's Office)","Corporations Division (Secretary of the Commonwealth's Office)","https://corp.sec.state.ma.us/corpweb/CorpSearch/CorpSearch.aspx",""
"RA000616","United States of America","US","Michigan","","","Corporations Division (Department of Licensing and Regulatory Affairs)","Corporations Division (Department of Licensing and Regulatory Affairs)","https://cofs.lara.state.mi.us/SearchApi/Search/Search",""
"RA000617","United States of America","US","Minnesota","","","Office of the Minnesota Secretary of State Business & Lien system","Office of the Minnesota Secretary of State Business & Lien system","http://mblsportal.sos.state.mn.us/",""
"RA000619","United States of America","US","Mississippi","","","Business Services, Office of the Secretary of State","Business Services, Office of the Secretary of State","https://corp.sos.ms.gov/corp/portal/c/page/corpBusinessIdSearch/portal.aspx?#clear=1",""
"RA000618","United States of America","US","Missouri","","","Corporations Unit, Business Services (Office of the Secretary of State)","Corporations Unit, Business Services (Office of the Secretary of State)","https://bsd.sos.mo.gov/BusinessEntity/BESearch.aspx?SearchType=0",""
"RA000620","United States of America","US","Montana","","","Secretary of State Corporate Records","Secretary of State Corporate Records","https://app.mt.gov/bes/",""
"RA000623","United States of America","US","Nebraska","","","Secretary of State Business Services Division","Secretary of State Business Services Division","https://www.nebraska.gov/sos/corp/corpsearch.cgi",""
"RA000627","United States of America","US","Nevada","","","Business Center (Secretary of State)","Business Center (Secretary of State)","https://esos.nv.gov/EntitySearch/OnlineEntitySearch",""
"RA000624","United States of America","US","New Hampshire","","","Corporation Division (Secretary of State's Office)","Corporation Division (Secretary of State's Office)","https://quickstart.sos.nh.gov/online/Account/LandingPage",""
"RA000625","United States of America","US","New Jersey","","","Business Records Service (Division of Revenue & Enterprise Services)","Business Records Service (Division of Revenue & Enterprise Services)","https://www.njportal.com/DOR/businessrecords/",""
"RA000626","United States of America","US","New Mexico","","","Business Services Center (Office of the Secretary of State)","Business Services Center (Office of the Secretary of State)","https://www.sos.state.nm.us/business-services/online-services/",""
"RA000628","United States of America","US","New York","","","Corporation and Business Entity Database (Division of Corporations, State Records and UCC, Department of State)","Corporation and Business Entity Database (Division of Corporations, State Records and UCC, Department of State)","http://www.dos.ny.gov/corps/bus_entity_search.html",""
"RA000747","United States of America","US","New York","Registry of insurance companies","Registry of insurance companies","New York State Government, Department of Financial Services","New York State Government, Department of Financial Services","https://myportal.dfs.ny.gov/web/guest-applications/ins.-company-search","to be used for insurance companies not registered in the regular business register of New York State"
"RA000621","United States of America","US","North Carolina","","","Corporations Division (Department of the Secretary of State)","Corporations Division (Department of the Secretary of State)","https://www.sosnc.gov/search/index/corp",""
"RA000622","United States of America","US","North Dakota","","","Business Services (Secretary of State's Office)","Business Services (Secretary of State's Office)","https://apps.nd.gov/sc/busnsrch/busnSearch.htm",""
"RA000629","United States of America","US","Ohio","","","Corporation Database (Ohio Secretary of State)","Corporation Database (Ohio Secretary of State)","https://businesssearch.ohiosos.gov/",""
"RA000630","United States of America","US","Oklahoma","","","Business Filing Department (Oklahoma Secretary of State)","Business Filing Department (Oklahoma Secretary of State)","https://www.sos.ok.gov/corp/corpInquiryFind.aspx",""
"RA000631","United States of America","US","Oregon","","","Corporation Division (Oregon Secretary of State)","Corporation Division (Oregon Secretary of State)","http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.login",""
"RA000632","United States of America","US","Pennsylvania","","","Pennsylvania Department of State","Pennsylvania Department of State","https://www.corporations.pa.gov/Search/corpsearch",""
"RA000633","United States of America","US","Rhode Island","","","Division Of Business Services (Rhode Island Office of the Secretary of State)","Division Of Business Services (Rhode Island Office of the Secretary of State)","http://sos.ri.gov/divisions/Business-Portal/",""
"RA000634","United States of America","US","South Carolina","","","Business Filings database (South Carolina Secretary of State)","Business Filings database (South Carolina Secretary of State)","https://businessfilings.sc.gov/BusinessFiling/Entity/Search",""
